ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
201516,VB1M02000P,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201516,CO1M02500D,SCUOLA SECONDARIA I GRADO,3,13 anni,19
201516,VR1MN2500I,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201516,RM1M082002,SCUOLA SECONDARIA I GRADO,2,13 anni,4
201516,NA1MZ9500S,SCUOLA SECONDARIA I GRADO,2,12 anni,4
201516,NA1M031006,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201516,BO1MZN5006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,FG1M002009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,MI1M05800L,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,MI1M004008,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201516,VA1MAR500M,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,MI1M070007,SCUOLA SECONDARIA I GRADO,3,13 anni,32
201516,SA1M00900B,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201516,VI1M017002,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201516,AL1M00700V,SCUOLA SECONDARIA I GRADO,3,13 anni,34
201516,NA1M040001,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201516,VE1M007004,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,TO1M056001,SCUOLA SECONDARIA I GRADO,1,11 anni,47
201516,MI1M012007,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201516,RM1M15000B,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,RE1M002007,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201516,RM1M11200L,SCUOLA SECONDARIA I GRADO,3,13 anni,7
201516,RM1M08000A,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201516,TV1MRF500I,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201516,BG1M023003,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,VA1M018004,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201516,TV1M01100Q,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,SV1M00400G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201516,CE1M002008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,UD1M00600L,SCUOLA SECONDARIA I GRADO,3,13 anni,37
201516,CR1M00500B,SCUOLA SECONDARIA I GRADO,2,12 anni,54
201516,MI1M00600X,SCUOLA SECONDARIA I GRADO,2,11 anni,7
201516,RM1M128006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,26
201516,RM1M086009,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,NA1M031006,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201516,LC1M040009,SCUOLA SECONDARIA I GRADO,3,13 anni,43
201516,MI1M055005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,VT1M00600E,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,BG1M006009,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,MI1M004008,SCUOLA SECONDARIA I GRADO,2,12 anni,49
201516,BS1M017008,SCUOLA SECONDARIA I GRADO,3,13 anni,44
201516,VR1M01000G,SCUOLA SECONDARIA I GRADO,2,12 anni,17
201516,CO1M001001,SCUOLA SECONDARIA I GRADO,2,12 anni,19
201516,GE1M027007,SCUOLA SECONDARIA I GRADO,1,11 anni,34
201516,MI1M04400P,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201516,MI1M08100N,SCUOLA SECONDARIA I GRADO,2,12 anni,24
201516,PG1M001008,SCUOLA SECONDARIA I GRADO,3,13 anni,9
201516,MI1M06400X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,RM1M106009,SCUOLA SECONDARIA I GRADO,3,13 anni,7
201516,RM1M09300C,SCUOLA SECONDARIA I GRADO,3,13 anni,17
201516,TO1M02200T,SCUOLA SECONDARIA I GRADO,3,13 anni,25
201516,CS1MUP500H,SCUOLA SECONDARIA I GRADO,3,13 anni,9
201516,RM1M03400L,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201516,VR1M021002,SCUOLA SECONDARIA I GRADO,1,11 anni,16
201516,RI1M00200E,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201516,NA1M015008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201516,MI1M01700A,SCUOLA SECONDARIA I GRADO,2,12 anni,40
201516,ME1MU5500F,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201516,MI1M00900B,SCUOLA SECONDARIA I GRADO,1,11 anni,74
201516,TO1M02900L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,CT1MHE500T,SCUOLA SECONDARIA I GRADO,2,12 anni,4
201516,RM1M04200G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,TO1M041007,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,1
201516,UD1MD8500H,SCUOLA SECONDARIA I GRADO,1,11 anni,9
201516,RA1M001001,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201516,VI1M003004,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201516,PD1M00900N,SCUOLA SECONDARIA I GRADO,1,11 anni,21
201516,RM1M057009,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,NA1MZ9500S,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,CO1M01800A,SCUOLA SECONDARIA I GRADO,1,11 anni,49
201516,NA1M03400N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,11
201516,TO1M05100T,SCUOLA SECONDARIA I GRADO,1,11 anni,43
201516,BI1M020008,SCUOLA SECONDARIA I GRADO,3,13 anni,7
201516,CN1M001008,SCUOLA SECONDARIA I GRADO,3,13 anni,21
201516,VI1M01500A,SCUOLA SECONDARIA I GRADO,2,12 anni,12
201516,RM1M003001,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,BA1M01200G,SCUOLA SECONDARIA I GRADO,3,13 anni,20
201516,LC1M05000X,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,BG1MVN5002,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201516,NO1M001009,SCUOLA SECONDARIA I GRADO,2,12 anni,47
201516,RM1M09300C,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,CE1M635007,SCUOLA SECONDARIA I GRADO,1,11 anni,3
201516,RM1M106009,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201516,MI1M03600Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
201516,CS1MUP500H,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,PA1M02400X,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201516,MI1M06400X,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,ME1M00600L,SCUOLA SECONDARIA I GRADO,3,13 anni,11
201516,KR1M003002,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201516,CA1M01500X,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,VR1M020006,SCUOLA SECONDARIA I GRADO,3,13 anni,13
201516,VR1M01600E,SCUOLA SECONDARIA I GRADO,2,12 anni,12
201516,BG1M01700Q,SCUOLA SECONDARIA I GRADO,3,13 anni,29
201516,VA1M009009,SCUOLA SECONDARIA I GRADO,2,12 anni,32
201516,PD1M01000T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201516,LT1M002002,SCUOLA SECONDARIA I GRADO,3,13 anni,13
201516,TO1M02900L,SCUOLA SECONDARIA I GRADO,3,13 anni,9
201516,RN1M030007,SCUOLA SECONDARIA I GRADO,1,11 anni,40
201516,RM1M04900A,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201516,VA1M01500L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,PV1M008009,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,VE1M00400L,SCUOLA SECONDARIA I GRADO,1,11 anni,16
201516,MI1M070007,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,MI1M027001,SCUOLA SECONDARIA I GRADO,1,11 anni,35
201516,RM1M086009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,TO1M01000G,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201516,RM1M14200C,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201516,FI1M001006,SCUOLA SECONDARIA I GRADO,1,11 anni,20
201516,GE1M014005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201516,PE1M003009,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201516,NA1M040001,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201516,PC1M00100C,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,RM1M057009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201516,CN1M001008,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,CO1M001001,SCUOLA SECONDARIA I GRADO,1,11 anni,29
201516,BO1MZN5006,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201516,RM1M11800G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,MI1M076006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,MI1M05800L,SCUOLA SECONDARIA I GRADO,2,12 anni,26
201516,VI1M01200V,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,FE1M00200P,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201516,CZ1M00100B,SCUOLA SECONDARIA I GRADO,3,13 anni,6
201516,TO1M02300N,SCUOLA SECONDARIA I GRADO,2,12 anni,54
201516,RM1M10400N,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,CE1M002008,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,CT1M00200E,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,VA1MAR500M,SCUOLA SECONDARIA I GRADO,3,13 anni,6
201516,RM1M101006,SCUOLA SECONDARIA I GRADO,1,11 anni,13
201516,PD1M00300P,SCUOLA SECONDARIA I GRADO,3,13 anni,21
201516,TO1M056001,SCUOLA SECONDARIA I GRADO,2,12 anni,50
201516,RM1M108001,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,VI1M017002,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,AL1M00800P,SCUOLA SECONDARIA I GRADO,1,11 anni,56
201516,RE1M00400V,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,VR1M021002,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,VE1M007004,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201516,VT1M00600E,SCUOLA SECONDARIA I GRADO,2,12 anni,13
201516,MI1M104005,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201516,PD1M00900N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,FG1M002009,SCUOLA SECONDARIA I GRADO,1,11 anni,18
201516,RM1M11200L,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201516,LC1M10100G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201516,SA1M01100B,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,RM1M15000B,SCUOLA SECONDARIA I GRADO,3,13 anni,20
201516,CT1M02400B,SCUOLA SECONDARIA I GRADO,1,11 anni,8
201516,CT1M01500L,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,NA1M060006,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201516,LC1M040009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,MI1M056001,SCUOLA SECONDARIA I GRADO,1,11 anni,30
201516,BG1M023003,SCUOLA SECONDARIA I GRADO,2,12 anni,15
201516,NA1M007009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,BG1M006009,SCUOLA SECONDARIA I GRADO,2,12 anni,46
201516,MI1M004008,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,BI1M01000N,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201516,VR1M01000G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,PR1M00900X,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201516,UD1M00700C,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,BA1M01200G,SCUOLA SECONDARIA I GRADO,2,12 anni,28
201516,BS1M009009,SCUOLA SECONDARIA I GRADO,1,11 anni,20
201516,MI1M092004,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,BO1M00900P,SCUOLA SECONDARIA I GRADO,2,13 anni,5
201516,VI1M01300P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,FI1M028006,SCUOLA SECONDARIA I GRADO,3,13 anni,16
201516,PV1M00600N,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201516,RM1M04300B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201516,BS1M017008,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201516,TV1M006008,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201516,RM1M11200L,SCUOLA SECONDARIA I GRADO,2,12 anni,8
201516,MI1M08100N,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201516,VI1M00400X,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,TO1M039007,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201516,PA1M01700R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,BA1M01200G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,NA1M015008,SCUOLA SECONDARIA I GRADO,1,12 anni,7
201516,CT1M01500L,SCUOLA SECONDARIA I GRADO,2,12 anni,6
201516,RM1M057009,SCUOLA SECONDARIA I GRADO,2,12 anni,69
201516,CA1M01500X,SCUOLA SECONDARIA I GRADO,3,13 anni,12
201516,NA1M060006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,MI1M00900B,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,NA1MZ9500S,SCUOLA SECONDARIA I GRADO,3,13 anni,6
201516,RM1M11900B,SCUOLA SECONDARIA I GRADO,2,11 anni,17
201516,MI1M01600E,SCUOLA SECONDARIA I GRADO,3,13 anni,28
201516,TS1M003003,SCUOLA SECONDARIA I GRADO,2,12 anni,10
201516,RM1M08300T,SCUOLA SECONDARIA I GRADO,1,11 anni,20
201516,CZ1M00100B,SCUOLA SECONDARIA I GRADO,2,12 anni,13
201516,VI1M01500A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,ME1M00600L,SCUOLA SECONDARIA I GRADO,2,12 anni,6
201516,BS1M009009,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201516,RM1M09300C,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,RM1M02100E,SCUOLA SECONDARIA I GRADO,2,11 anni,7
201516,CO1M01500V,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,RM1M14200C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
201516,TO1M012007,SCUOLA SECONDARIA I GRADO,2,12 anni,30
201516,CN1M001008,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201516,MI1M06400X,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201516,MI1M104005,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,RA1M001001,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201516,MI1M09300X,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,MI1M03600Q,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201516,MI1M076006,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,RM1M00600C,SCUOLA SECONDARIA I GRADO,1,11 anni,30
201516,SO1M00100Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,LT1MVC500R,SCUOLA SECONDARIA I GRADO,1,11 anni,1
201516,NO1M001009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201516,TO1M02900L,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201516,TO1M05100T,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,VA1M009009,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,PV1M008009,SCUOLA SECONDARIA I GRADO,1,11 anni,35
201516,VE1M002001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,MI1M027001,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,NA1MZ9500S,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201516,NA1M031006,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201516,TO1M004008,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,BO1MUE500U,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,TO1M01000G,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,NA1MT6500T,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,MI1M004008,SCUOLA SECONDARIA I GRADO,1,11 anni,68
201516,CE1M635007,SCUOLA SECONDARIA I GRADO,3,13 anni,7
201516,GE1M014005,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201516,CT1M01500L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,RM1M086009,SCUOLA SECONDARIA I GRADO,3,13 anni,14
201516,VI1M01200V,SCUOLA SECONDARIA I GRADO,1,11 anni,58
201516,PG1M00400Q,SCUOLA SECONDARIA I GRADO,2,13 anni,5
201516,MI1M055005,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201516,BO1M00900P,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201516,PD1M01000T,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201516,MI1M021002,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,PE1M003009,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,AL1M00700V,SCUOLA SECONDARIA I GRADO,2,12 anni,27
201516,RM1M02100E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
201516,CO1M001001,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,RM1M03400L,SCUOLA SECONDARIA I GRADO,3,13 anni,34
201516,CT1M00200E,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201516,VR1M00900B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,MI1M09600B,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,RM1M10000A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,VA1M01500L,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201516,CZ1M002007,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201516,TO1M056001,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201516,RM1M108001,SCUOLA SECONDARIA I GRADO,1,11 anni,32
201516,NA1M04300C,SCUOLA SECONDARIA I GRADO,1,11 anni,8
201516,TO1M02300N,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201516,PC1M00100C,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,RE1M00400V,SCUOLA SECONDARIA I GRADO,1,11 anni,56
201516,RM1M114008,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,PV1M00600N,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,CO1M02500D,SCUOLA SECONDARIA I GRADO,2,12 anni,11
201516,BG1M023003,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201516,LT1MVC500R,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201516,RI1M00200E,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,MI1M104005,SCUOLA SECONDARIA I GRADO,3,13 anni,19
201516,TV1M01100Q,SCUOLA SECONDARIA I GRADO,2,11 anni,7
201516,PD1M00900N,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201516,FG1M002009,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201516,MI1M05800L,SCUOLA SECONDARIA I GRADO,1,11 anni,34
201516,PA1M01800L,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201516,CT1M02400B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
201516,TS1M003003,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,FI1M028006,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201516,PA1M02400X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,9
201516,SA1M01100B,SCUOLA SECONDARIA I GRADO,1,11 anni,2
201516,BS1M017008,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201516,VR1M01000G,SCUOLA SECONDARIA I GRADO,3,13 anni,15
201516,PG1M00400Q,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201516,MI1M103009,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201516,VE1M01000X,SCUOLA SECONDARIA I GRADO,1,12 anni,8
201516,BI1M01000N,SCUOLA SECONDARIA I GRADO,3,13 anni,24
201516,RM1M151007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201516,BA1M01200G,SCUOLA SECONDARIA I GRADO,3,12 anni,11
201516,RM1M03400L,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201516,MI1M09300X,SCUOLA SECONDARIA I GRADO,1,11 anni,55
201516,BO1M00900P,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201516,UD1M00700C,SCUOLA SECONDARIA I GRADO,1,11 anni,36
201516,PR1M00900X,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,MI1M03200C,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,TO1M03200C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201516,CT1MHE500T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,RM1M04300B,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,RM1M04000X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,13
201516,CO1M022002,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,VI1M00400X,SCUOLA SECONDARIA I GRADO,1,11 anni,25
201516,TO1M039007,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,BG1M00500D,SCUOLA SECONDARIA I GRADO,3,13 anni,21
201516,PV1M00600N,SCUOLA SECONDARIA I GRADO,1,11 anni,43
201516,RN1M030007,SCUOLA SECONDARIA I GRADO,2,12 anni,39
201516,MI1M026005,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,CO1M01500V,SCUOLA SECONDARIA I GRADO,3,13 anni,36
201516,TV1M00500C,SCUOLA SECONDARIA I GRADO,3,13 anni,13
201516,MI1M08100N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,CT1M01500L,SCUOLA SECONDARIA I GRADO,3,12 anni,7
201516,RM1M05000E,SCUOLA SECONDARIA I GRADO,2,12 anni,34
201516,NA1M031006,SCUOLA SECONDARIA I GRADO,2,13 anni,4
201516,SI1M00200A,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201516,VI1M01200V,SCUOLA SECONDARIA I GRADO,2,12 anni,39
201516,RM1M11900B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,11
201516,PD1M01000T,SCUOLA SECONDARIA I GRADO,3,13 anni,51
201516,RM1M003001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,TS1M003003,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,RM1M082002,SCUOLA SECONDARIA I GRADO,3,13 anni,20
201516,GE1M014005,SCUOLA SECONDARIA I GRADO,1,11 anni,24
201516,NA1M015008,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201516,CZ1M00100B,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,CT1M00200E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201516,MI1M01700A,SCUOLA SECONDARIA I GRADO,1,11 anni,43
201516,MI1M06400X,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,ME1M00600L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,ME1MU5500F,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,BS1M009009,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,CA1M01500X,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201516,FR1M00200A,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,MI1M00800G,SCUOLA SECONDARIA I GRADO,3,13 anni,70
201516,VR1M01600E,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,RA1M001001,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,LT1M002002,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201516,BO1MUE500U,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,RE1M00400V,SCUOLA SECONDARIA I GRADO,2,12 anni,46
201516,VR1M00700Q,SCUOLA SECONDARIA I GRADO,2,12 anni,38
201516,MI1M104005,SCUOLA SECONDARIA I GRADO,2,12 anni,25
201516,RM1M04300B,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201516,VE1M00400L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,TO1M05100T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,MI1M026005,SCUOLA SECONDARIA I GRADO,3,13 anni,38
201516,RM1M14200C,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201516,SO1M00100Q,SCUOLA SECONDARIA I GRADO,1,11 anni,25
201516,NO1M001009,SCUOLA SECONDARIA I GRADO,3,13 anni,55
201516,NA1M040001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,PC1M00100C,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,2
201516,BO1MZN5006,SCUOLA SECONDARIA I GRADO,1,11 anni,17
201516,RM1M11900B,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,RM1M128006,SCUOLA SECONDARIA I GRADO,2,12 anni,43
201516,TS1M003003,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201516,KR1M003002,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,NA1M031006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201516,TO1M004008,SCUOLA SECONDARIA I GRADO,3,13 anni,36
201516,BG1M01700Q,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,BA1M01200G,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201516,LC1M040009,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,CT1M00200E,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201516,RM1M101006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,NA1M008005,SCUOLA SECONDARIA I GRADO,1,11 anni,19
201516,MI1M055005,SCUOLA SECONDARIA I GRADO,3,13 anni,38
201516,PD1M01000T,SCUOLA SECONDARIA I GRADO,2,12 anni,44
201516,MI1M004008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201516,RM1M151007,SCUOLA SECONDARIA I GRADO,2,12 anni,41
201516,RM1M108001,SCUOLA SECONDARIA I GRADO,2,11 anni,10
201516,AL1M00700V,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201516,UD1M00700C,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,VR1M021002,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201516,CA1M01000R,SCUOLA SECONDARIA I GRADO,1,11 anni,44
201516,VI1M01300P,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,IM1M00500T,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201516,VA1M01500L,SCUOLA SECONDARIA I GRADO,2,12 anni,34
201516,CO1M021006,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201516,BO1M00900P,SCUOLA SECONDARIA I GRADO,2,12 anni,49
